Y,X1,X2,X3,Z1,Z2
6,0.4967141530112327,0.16748258225906976,0.2472682368674306,0.6966498526173517,-1.2920136514081104
4,-0.13826430117118466,0.10456784033440025,0.03741256583819583,1.1056418461397364,-0.6978599990580521
5,0.6476885381006925,0.6364302495436367,0.11431801916276622,1.6000394782134306,-0.8991565110921313
10,1.5230298564080254,0.7064757264869012,0.41379064340503086,0.7540487762468975,-1.0682428779860222
8,-0.23415337472333597,0.03158614482564204,1.6224506094256461,0.06172364697906296,-1.2471806460916
13,-0.23413695694918055,0.9362122462436898,0.8487457425913127,1.309855722983068,-1.2157328354347559
16,1.5792128155073915,0.05197128365147241,0.7188091009880626,0.6823188055871854,-0.3850563712642222
3,0.7674347291529088,0.5412963353010705,0.3474162570366474,0.40516667045481936,-0.9997951543127552
5,-0.4694743859349521,0.7090605194509164,2.684632343586216,0.687827305143388,-0.7653609995405622
5,0.5425600435859647,0.8709691237460856,0.5058630265746683,0.9077373211720752,-1.2372698145002659
1,-0.46341769281246226,0.7140869321324278,0.09112101011657558,0.6976276677308937,-1.2339558838664917
3,-0.46572975357025687,0.8017280830697918,0.959893976209954,-0.10278302854953458,-0.6754045572250174
4,0.24196227156603412,0.33945019254280606,0.12085594487066291,1.448533098443566,-1.4048728634654597
1,-1.913280244657798,0.8148251137465122,0.4234607774232656,1.6374375206393612,-1.1245641303715814
4,-1.7249178325130328,0.08011484638467514,0.7080820297197461,1.325760995669753,-0.9897917766783304
17,-0.5622875292409727,0.8948166560605276,2.0732410022989165,0.4311571647875917,-0.9665882194479842
5,-1.0128311203344238,0.5475923761537362,0.680322924655953,0.899254233026241,-1.053727985504847
4,0.3142473325952739,0.8172977699624937,1.2115305120925102,0.996739342385271,-0.8812540656712231
485,-0.9080240755212109,0.45231828451830014,4.93601574197811,1.299397194780955,-0.7921432732546565
0,-1.4123037013352915,0.643577695196525,0.14097516591598155,1.3341702443590404,-0.779608736362201
6,1.465648768921554,0.5264026609361132,0.32121338304690167,0.6329131006107521,-1.295741142600348
3,-0.22577630048653566,0.7315895217553319,0.5018263648364749,1.0409977782067803,-1.085246529378639
6,0.06752820468792384,0.08162998203058958,0.547884185521464,1.2286402023076206,-0.6415711414369187
1,-1.4247481862134568,0.0603520839905638,0.5293648774062828,1.7279111610733833,-0.7316058437278383
19,-0.5443827245251827,0.24710323401014644,2.3817473827119144,1.3522532699123615,-1.4118578354443192
16,0.11092258970986608,0.15954468011318834,1.2518776161694254,1.3945283436877594,-0.8945560298943395
7,-1.1509935774223028,0.8717835665922017,0.9362516676317526,1.0419133139646806,-1.593467574812443
4,0.37569801834567196,0.21921398735804432,0.3701549898293989,1.705229572601752,-0.9859195293818891
11,-0.600638689918805,0.9758652558191313,1.7360809938777113,1.2048813979797486,-0.4306698949762069
121,-0.2916937497932768,0.33689579177110685,3.102438393798156,0.5694560449132148,-1.2843678151806959
14,-0.6017066122293969,0.18211791568869928,1.7214778108650661,1.7016849850625952,-1.2502969136474746
8,1.8522781845089378,0.7896985071424791,0.0015663312480417482,1.3489516362695138,-0.7707910655281421
1,-0.013497224737933921,0.6587077755008761,1.0117046850671212,0.7784779894357589,-1.4628404545628937
2,-1.0577109289559004,0.498195716453139,0.05248914749504456,0.7602535163003783,-1.1898265089655118
5,0.822544912103189,0.5553635509376312,0.29787682322247566,1.1482877725703808,-0.8210676587254742
1,-1.2208436499710222,0.7192017782722638,0.06136989358196631,1.2315923976337924,-1.1902857543068208
11,0.2088635950047554,0.22845474133129873,0.925824668128792,1.0986461328156032,-1.0707909961632915
0,-1.9596701238797756,0.9963339160567419,1.1602427654447605,1.1556543367214425,-0.7767442869054897
1,-1.3281860488984305,0.9747931621467831,0.12158886145681301,1.8499786872881903,-0.8735361749390316
4,0.19686123586912352,0.6503256863469369,0.48424679614936045,1.5357715761174429,-0.9199544811113795
12,0.7384665799954104,0.19954245092914513,0.6092408857707893,1.0953177956325122,-1.1017366837810116
2,0.1713682811899705,0.6802282424312913,0.46053344811873936,1.4706552903837418,-0.8889816654193134
2,-0.11564828238824053,0.07219840897917584,0.1289988236641173,0.48373804823623023,-1.037119804029927
