fixed1,fixed2,fixed3,random1,random2,random3,const,non_sig1,non_sig2,non_sig3,non_sig4,non_sig5,Y
0.5023404953028275,0.6454565320111603,0.2638568098737002,0.23624657483404973,0.7757491334451583,0.42611868692987925,1.0,-2.9813182996818015,-11.785022281891157,-14.273809413074032,3.8090203145314065,-12.434678956644014,0
0.3443506769798493,0.7490049974201011,0.3425937608925381,0.29942614010383434,0.5032156926974111,0.2975397665174456,1.0,0.4697940371746708,5.7653970353577115,10.912920564799323,-16.603545858406548,20.8797412023273,3
0.4384446026562381,0.6495447142453594,0.17479907448365115,0.40016609133970427,0.7280917007199136,0.565141725505424,1.0,1.179016083578841,-3.727996685801339,10.892947856663682,-5.291898050015587,-3.9793304144139805,5
0.44305214951201993,0.815684630979175,0.33941300315201445,0.39950977514999886,0.5443594002229605,0.4992834270310737,1.0,0.6405762622165244,3.1171943444065886,0.1116813490964887,9.720704592625275,13.799023721569709,25
0.5137237482468898,0.6730432591820961,0.3563112427873484,0.3310183951632032,0.6385143462843901,0.5532386078993612,1.0,3.412290151152336,2.004866272629002,20.31760283177931,7.668951999426557,-13.279754390567893,0
0.4441825500709159,0.7369981694676058,0.4632436618689201,0.27698633610247436,0.6794105868501863,0.5492109183926798,1.0,1.136534135295713,8.042223439785259,-11.756851138132117,-1.1807627485679548,-4.944604583608103,0
0.5774633132156124,0.6887181568944277,0.18198339647304404,0.3811841908353623,0.6195182269294448,0.509197942445829,1.0,5.8809100614265,14.044278648922504,-16.05724215353065,7.4652782650099665,-6.019692246263673,0
0.4652636934711166,0.5676055234336683,0.2555268122876429,0.3858474923583127,0.5659217327950928,0.3879901122760278,1.0,-6.109327311109854,5.031918690688529,1.814870851561274,-3.846136114866653,-7.537223910367286,0
0.41110829774199065,0.6057193064202386,0.1294266251406838,0.3474543059515313,0.5861256742199427,0.6231937740940207,1.0,14.393440639482224,-15.731750105300565,-8.746408176824099,-10.193909739725276,4.439691497854482,0
0.5272285233250229,0.7547894176938299,0.17391670437544404,0.3334353300674508,0.5492533513780621,0.43135345391611807,1.0,-13.211272667692354,20.83011460278924,15.854262883159668,8.570289209493126,8.055692411889467,3
0.4004091658289621,0.6381615486944962,0.5748034610660547,0.43894754043364387,0.7576052955883074,0.49191232070160784,1.0,-15.231689715524176,-0.45990976165929187,-10.08586749644463,12.882168044651975,-11.37086008421114,2
0.4199881973929015,0.722472567647877,0.3866269410381731,0.45933947872659053,0.5636727678865838,0.5261789664501444,1.0,-14.58780633351174,-6.596563083567429,-0.8071728154669626,-6.088930948148709,9.65737824643911,2
0.449012507250573,0.7223844299883819,0.2691568807882243,0.3612825958294574,0.6612020831529293,0.5521598401875012,1.0,18.78260103816453,-1.2177989149622697,-20.82302625643741,-0.2928873438340642,-1.467629682994631,3
0.3082416001531439,0.5233624010587696,0.16178522991386324,0.3123790966481386,0.5362233558811175,0.5890615236933814,1.0,-0.5025944254575565,4.436250152072108,19.077019552540527,9.703832201963799,-6.797187785742652,0
0.32623733312494707,0.8046918619148845,0.4207316477973553,0.358771023999961,0.4608014039601516,0.5873369089079231,1.0,2.258379198547244,-3.29012779807264,2.927903317991623,12.351269810891324,7.326252530866348,2
0.5274535669480299,0.6673984927640934,0.2952867150735837,0.38989603662076294,0.7678980451472359,0.5824535816249957,1.0,-15.632935421945215,-0.9044038389718587,-4.52209253428071,12.175230388817914,13.824335644394063,1
0.41062557520304693,0.6266027439175996,0.2513179353041498,0.431832687134772,0.5983684969326266,0.7036563746684424,1.0,-1.7157965164340994,-7.117900585218555,-7.296808576017137,-7.845661136146542,-4.3205925489289525,1
0.2854583982906107,0.7571127065812066,0.24014704920110444,0.4294167395169564,0.5401302671475551,0.5594605653316005,1.0,22.6848586722463,-6.191561618452993,7.875540861500446,-3.467616868552226,-0.656670595785114,2
