Y,X1,X2,X3,Z1,Z2,lambda
6,0.4967141530112327,0.3212551734139125,0.18815029852888762,1.29955081653884,-1.2967393440806747,4.584883358561344
7,-0.13826430117118466,0.10301919444220609,0.4258753162198373,0.38392098762597837,-0.987474553603162,4.2015417877997505
180,0.6476885381006925,0.07180754544546919,3.509955808071053,1.0558054286223302,-1.358712504167212,170.4116436813305
12,1.5230298564080254,0.09427597789893605,1.5177152782729346,0.5356184997745774,-1.0062737048673736,20.627211112412827
4,-0.23415337472333597,0.5828693611920428,0.3321089352334198,0.3055297404684727,-1.2022182710963123,2.955537408594416
4,-0.23413695694918055,0.05166217582898969,0.8299794886896243,1.2054766653540159,-1.0359719233156481,5.854568989836515
8,1.5792128155073915,0.3369268749640384,0.5180619476667329,1.5790747778297722,-0.9534068998156424,10.69224368988098
4,0.7674347291529088,0.7531997019142294,0.6732762738833455,0.808315587885968,-1.1468173337271883,4.224516845138321
5,-0.4694743859349521,0.2943481665153781,0.43876265645754725,0.8939935538327292,-1.5351276028562149,3.3009423604282295
4,0.5425600435859647,0.7633080771801298,0.32757535742619703,0.43092467745848007,-0.5723392968541581,4.1428132815351
7,-0.46341769281246226,0.7454670382070553,1.1232012589081477,1.003608573043949,-0.7482169060602071,7.954499521422518
10,-0.46572975357025687,0.24582713263321632,1.5075214887455703,1.380038056194207,-1.0391677686732594,11.094726985232858
24,0.24196227156603412,0.7288221800927455,2.0711331342621,1.3957638683638864,-1.2684198994631686,33.859514246103785
0,-1.913280244657798,0.7477766382721007,0.16880922175522575,1.2725880878154663,-0.9744926229150918,1.1333074773910559
15,-1.7249178325130328,0.39745392566702686,1.7307896287677924,0.6907844164027324,-0.8917033524875775,18.019591446475005
1,-0.5622875292409727,0.21042048374151823,0.2941037466389222,0.6749354782864242,-0.7689964552721175,2.32903088152814
6,-1.0128311203344238,0.5212708068918691,0.5574568025650818,1.3977022366204666,-0.7413333506797642,3.2190598801424612
43,0.3142473325952739,0.9213975880001963,2.3171271769056143,1.4059994661083657,-0.6847971084064461,41.95292215017886
2,-0.9080240755212109,0.639616732432062,0.6060590749821326,0.9140025072840535,-1.5222579068484938,2.55748941411308
2,-1.4123037013352915,0.1729224976272612,0.21947968901779463,0.7869140462171572,-1.0913929642063431,1.514288064168791
9,1.465648768921554,0.6827569247335199,0.1741970365552132,1.5836235467228499,-0.7020697538165117,5.534091634039375
3,-0.22577630048653566,0.42720302728183457,0.640523927598553,0.8200256675933766,-1.2770895107913893,2.8607078994927226
25,0.06752820468792384,0.591528797355373,1.4383139148606863,1.3729661122618908,-0.6342197268454981,18.179650296525796
10,-1.4247481862134568,0.7340640350231079,5.879974685079744,0.9315784125709508,-0.45688671545851733,18.18999503598419
6,-0.5443827245251827,0.5149473515144448,1.548383399179653,0.47623360948149995,-0.6426237041622518,6.4605960049941356
11,0.11092258970986608,0.8139839745733086,2.095668155514259,1.8061560700118513,-0.8015228778690355,21.253797923011835
7,-1.1509935774223028,0.7221555793166278,1.3776611782556611,1.060031947865738,-1.1342518682088545,7.779242918269517
37,0.37569801834567196,0.6150733400185107,2.2579473549500406,0.6446280100559583,-0.9155095588756383,45.07145671809869
3,-0.600638689918805,0.1507928158323515,0.079360945383009,0.30459716611239795,-1.403828394616187,2.347388626818909
204,-0.2916937497932768,0.8359491109115683,2.6582833566352293,0.3549996008815832,-1.2343331993775268,186.14779977687056
3,-0.6017066122293969,0.935905585319816,0.5048537471796047,0.8135442979526994,-1.2132410447534412,3.3234912203666167
644,1.8522781845089378,0.13696512380929482,2.54611278747769,1.9625644417667962,-0.9814082278102159,646.0233138105953
1,-0.013497224737933921,0.48824112943343057,0.07875411218386535,0.7076690606628787,-1.1176531796284872,2.7751923572007287
3,-1.0577109289559004,0.2588887419705045,1.256118943408953,1.7237274161731024,-0.9215200130139807,5.8098435673594855
34,0.822544912103189,0.7545233074255646,1.3306278879798539,0.934618165698458,-0.7366519525368225,31.276874804498547
0,-1.2208436499710222,0.7216296360047,5.779872028126404,0.40942480444915885,-1.2129182628613784,1.962466348577567
15,0.2088635950047554,0.1408851205703987,1.464711230840379,0.763394405774802,-0.9554196721188847,15.214278293905904
1,-1.9596701238797756,0.8770272712616372,0.48219557924887996,0.35950603813127846,-1.124790696945381,2.3063475162908595
2,-1.3281860488984305,0.18097306397800228,0.8147467309943255,0.5720157740180729,-0.9429512519028455,3.140895427303606
5,0.19686123586912352,0.7972590256481075,0.4565756899780166,0.5571259690620413,-0.7941482205364542,2.7452791779062147
